0.003483741,0.019762411,-0.080988025
0.003858642,-0.037798534,-0.096735031
0.002546489,0.022589282,-0.078363524
0.004597197,-0.041438975,-0.086611956
0.00171046,-0.005548208,-0.093360672
0.005549446,0.013973699,-0.043120227
0.001335559,-0.08497429,-0.107233034
0.005208286,0.119940127,-0.07386438
0.001736703,-0.278839915,-0.07686381
0.010681841,0.768058453,-0.09411053
0.179552247,2.727447588,-0.019874647
0.379074559,3.512924109,-0.266577732
0.493831755,4.021955875,-0.064116234
0.615262189,3.70824441,0.074232456
0.729382054,3.215780209,-0.181468917
0.849867737,2.776276726,-0.007127072
0.96615078,2.61199577,0.026241583
1.058278952,2.723342251,0.203957787
1.145994539,2.57329313,0.322060327
1.220509862,2.573049434,0.21745522
1.286841096,2.452240058,0.239576013
1.339743376,2.394030507,0.078731601
1.381391128,2.327861476,0.02699144
1.414663592,2.229704561,-0.021749291
1.437483815,2.197105562,-0.05661766
1.452209927,2.098450008,-0.095235316
1.456712488,2.036626261,-0.200215352
1.45371328,1.956675296,-0.203214782
1.442387521,1.886367186,-0.298446671
1.42322633,1.806753646,-0.218961787
1.39622596,1.702841761,-0.127104255
1.360156735,1.616937121,-0.171345842
1.316304565,1.519320085,-0.110982321
1.264706941,1.407797394,-0.239207937
1.206514807,1.297339465,-0.293572598
1.141330771,1.190060829,-0.223086003
1.070684426,1.070398698,-0.187467776
0.992618791,0.928706467,-0.06524102
0.910519221,0.815290446,-0.075739024
0.826646369,0.689918335,-0.064116234
0.7388633,0.561018259,-0.127854113
0.648028537,0.409240772,-0.268452375
0.547678786,0.245158522,-0.283824452
0.4457582,0.112494283,-0.393678561
0.335413589,-0.07611876,-0.44879308
0.228679274,-0.205997369,-0.400427278
0.120377873,-0.476477201,-0.430796503
0.013782272,-0.531957359,-0.417673998
-0.009247896,-0.132828645,-0.28457431
0.004391002,-0.053796226,-0.158973195
-0.00143496,-0.080130368,-0.02474872
0.001845424,-0.025433785,0.107601111
0.000608251,-0.048794838,0.079481458
0.000716972,-0.022198255,0.014243864
0.001286822,-0.028481857,-0.013875788
0.000405804,-0.017894212,-0.103108819
0.001466774,-0.015063592,-0.130103685
0.000237099,-0.017523045,-0.1316034
0.000971905,-0.010991997,-0.124104826
0.000701976,-0.015963392,-0.052868373
0.000409553,-0.011730583,-0.040120797
0.000387059,-0.016192091,-0.033747009
0.000244597,-0.01147564,-0.026623364
0.000263342,-0.009533572,0.005995433
-0.000130304,-0.010339643,0.04161366
-0.000160296,-0.009698535,0.056985736
-0.000186539,-0.010283405,0.049112234
-0.000358994,-0.01012594,0.00112136
-0.000565189,-0.011768075,0.050611948
-0.000786381,-0.009796013,0.068983455
-0.00079013,-0.008843725,0.102352109
-0.000812624,-0.010279656,0.139844979
-0.000876357,-0.010065953,0.083230745
-0.000662664,-0.009353612,0.079481458
-0.000550193,-0.007137855,-0.025123649
-0.000505205,-0.011194452,-0.118105967
-0.000621424,-0.014876133,-0.169471199
-0.000531448,-0.008127635,-0.196840994
-0.000310257,-0.007044126,-0.151474621
-0.000388986,-0.007415293,-0.16047291
-0.000381488,-0.007554012,-0.100859247
-0.000351496,-0.007441537,-0.127854113
-0.000156547,-0.007411544,-0.043495155
-0.000141551,-0.011265687,-0.055492874
-0.000265269,-0.009421097,-0.1316034
-0.00029901,-0.009548569,-0.098234746
-0.000314006,-0.009616054,-0.29319767
-2.53e-05,-0.009154906,-0.10835782
-9.28e-05,-0.009934733,-0.243332153
-0.000111559,-0.008633772,-0.376056912
4.59e-05,-0.007404046,-0.1316034
-0.000171543,-0.006582978,-0.396303062
-0.000111559,-0.009503579,-0.205464354
-6.59e-06,-0.010298402,-0.040870654
-0.000235276,-0.010669569,-0.20358971
-0.000917596,-0.01143065,-0.058492303
-0.001303744,-0.012011771,-0.079113382
-0.001442458,-0.013222751,-0.115481466
-0.00196357,-0.011685593,-0.071239879
-0.001967319,-0.019525099,-0.035246724
-0.002510926,-0.018527821,-0.01050143
-0.002293483,-0.007752718,-0.051368658
-0.002668384,-0.014422484,0.013494007
-0.00287083,-0.006654212,-0.05661766
-0.002567161,-0.018291624,-0.061491733
-0.003451927,-0.01012594,0.025116797
-0.002162268,-0.008843725,-0.068990307
-0.004078012,-0.019315146,-0.007127072
-0.002240997,0.005935487,-0.03337208
-0.003755597,-0.029846553,-0.047244442
-0.00306203,0.009242251,-0.057367517
-0.002072291,-0.036520069,-0.096735031
-0.00522146,0.008338702,0.010494577
0.001466774,-0.009537321,-0.031872366
-0.009390359,-0.04096283,0.034115085
0.009043523,0.094655751,0.024366939
-0.062442599,-0.925061163,-0.046869514
-0.311335624,-1.818142498,0.007495148
-0.535211505,-1.723967197,-0.069365236
-0.722463308,-1.897137425,0.034864943
-0.901032403,-1.974985108,0.001496289
-1.047127574,-2.053796327,-0.050618801
-1.184779974,-2.135929306,0.123348116
-1.296028097,-2.133863516,-0.049868943
-1.396767745,-2.167782221,-0.057742446
-1.486582777,-2.128663423,0.05586095
-1.564333495,-2.149190106,-0.018000004
-1.630323569,-2.132075164,-0.004502571
-1.679540573,-2.120490241,0.015743579
-1.718159125,-2.112553256,0.005245576
-1.743974808,-2.079774298,-0.083987455
-1.760781619,-2.049087374,-0.063366376
-1.767383626,-2.000801865,-0.074989166
-1.763473409,-1.964881106,-0.155223908
-1.751600294,-1.911789166,-0.067490592
-1.731190684,-1.846493691,-0.103483747
-1.702360797,-1.779447355,-0.15184955
-1.665031904,-1.699691347,-0.065990877
-1.618765372,-1.614450309,-0.089986314
-1.564813369,-1.524414088,-0.10273389
-1.50327337,-1.425016199,-0.074989166
-1.434677734,-1.323747476,-0.111732179
-1.359963713,-1.21143371,-0.197590851
-1.278171562,-1.0939236,-0.20658914
-1.191160789,-0.974835091,-0.257954372
-1.099197574,-0.854558097,-0.368558338
-1.006795724,-0.745311149,-0.298446671
-0.909696365,-0.60226172,-0.312693962
-0.806984738,-0.471734506,-0.334439827
-0.698555871,-0.310565358,-0.295072313
-0.582272828,-0.165135208,-0.283824452
-0.467770565,-0.032081056,-0.270701948
-0.345087961,0.138528492,-0.305945245
-0.229341027,0.269475613,-0.225710504
-0.104259057,0.569165197,-0.214462643
-0.00022028,0.475597261,-0.198340709
0.006535436,0.05806764,-0.123354969
-0.003646876,0.064115045,-0.170970913
0.001890412,0.055068307,-0.137977188
-0.002184762,0.017284213,-0.127854113
0.000675733,0.038392017,-0.11135725
-0.000921345,0.006175434,-0.090736172
-0.000302759,0.020812178,-0.139101974
9.46e-05,0.006501611,-0.091486029
-0.000707652,0.009763386,-0.101609104
0.000338322,0.008331204,-0.113606822
-0.000385237,0.000225507,-0.070115093
0.000184613,0.003311071,-0.054743016
7.96e-05,0.000821625,0.02136751
0.000477035,0.004240864,0.058110522
0.000623247,0.002497502,0.060735023
0.000582008,0.001447735,0.106101396
0.000810697,-0.000314373,0.10197718
0.000735717,-0.002230197,0.098227893
0.001189347,-0.000696788,0.119598829
0.001298069,0.001413993,0.109850683
0.001309316,0.001586454,0.08173103
0.001680468,0.002171324,0.066733882
0.001732954,-0.000168155,0.023992011
0.001429284,-0.00235017,-0.0479943
0.001343057,0.000173019,-0.050993729
0.001474272,-0.000250637,-0.052493444
0.001436782,-0.002882551,-0.042370369
0.001493017,-0.001634079,-0.064866091
0.001541754,-0.003684873,-0.0911111
0.001230586,-0.005139549,-0.067115663
0.001219339,-0.000359363,-0.119605682
0.001399292,-0.001244166,-0.107233034
0.001121865,-0.002871304,-0.106483177
0.00129432,0.001856394,-0.151474621
0.002010381,0.002411271,-0.145850691
0.002426521,-0.001619082,-0.213712785
0.002887649,0.002291298,-0.254580014
0.00352873,0.002891164,-0.283449523
0.003667443,0.002853673,-0.305195388
0.004368508,0.00506943,-0.306320174
0.00424854,-0.003100003,-0.332940112
0.004818389,0.009515941,-0.282699666
0.005245776,7.55e-05,-0.279700236
0.004732162,0.006569096,-0.271451805
0.006464204,0.006006721,-0.193841564
0.00477715,-0.00199025,-0.165346983
0.007041552,0.019578702,-0.079113382
0.005429478,-0.01857656,-0.022499148
0.006351734,0.02269051,-0.025123649
0.007225253,-0.017897961,0.003370932
0.004383504,0.017929069,0.00974472
0.010123238,-0.004888355,0.024366939
0.001365551,-0.012135493,-0.010876359
0.014337125,0.066267066,0.017243294
-0.005585114,-0.160778677,0.008994863
0.058035586,0.941468628,-0.041620512
0.36619671,2.176691354,0.041238731
0.678661697,2.067256947,0.014243864
0.938055699,2.258314447,0.125597688
1.200010275,2.427038164,0.163840416
1.425546968,2.529097961,0.16833956
1.643788087,2.697960398,0.370801058
1.841949508,2.699999944,0.313811896
2.031345745,2.796660942,0.360677983
2.207099333,2.851278792,0.463408447
2.364396546,2.940194013,0.421041504
2.50987313,3.012575412,0.456284802
2.638805333,3.095874382,0.461533804
2.757933875,3.176470203,0.43078965
2.861279084,3.198222864,0.379799347
2.949759469,3.242043117,0.24632473
3.023195077,3.260567746,0.079856387
3.08290181,3.256848573,0.020992581
3.130821656,3.245274898,0.039364087
3.166568467,3.228006239,0.007495148
3.191371917,3.185801877,0.009369791
3.204013578,3.120495155,-0.032247294
3.206457933,3.074444149,-0.191591992
3.199451033,3.029649114,-0.240332723
3.182970385,2.965988275,-0.190842134
3.157638325,2.893756843,-0.216712215
